"Txhash","UnixTimestamp","DateTime","From","To","Value","ContractAddress","TokenName","TokenSymbol"
"0x02027f955569398ce846cfe9cac7903e42c09b4f377dd57eed2a7ed386d6cb1f","1607462455","2020-12-08 21:20:55","0xba139847cd31ac73d2df5862dd1b9a1269b05bf5","0x24a45ff6b4302acf2b271535a73c00135f8b2445","4,469.6807","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0xb53da1f02cde0ad5ffba78bd22219a2160bdf13667fdd4efd2785eb628c2aef7","1607462455","2020-12-08 21:20:55","0x445c372fc4005fe10dd09a1fcbd6be0433e23344","0x24a45ff6b4302acf2b271535a73c00135f8b2445","3,000","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0x6e27c5313943a6dda2d675635b233216c38c9e10231db3c666beb79bc16da85f","1607462552","2020-12-08 21:22:32","0x41dfa0c81a1e020d934e888f040d46b077c38708","0x24a45ff6b4302acf2b271535a73c00135f8b2445","3,000","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0x5847f6db5cd57c276c40c3362566f456fcc951cef7e4a50bf5c0d21467de4a42","1607462718","2020-12-08 21:25:18","0xcbdad89b2defbf6eb09fc38afd72fcbbc078ca78","0x24a45ff6b4302acf2b271535a73c00135f8b2445","3,000","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0x30481b28954fff49474b5f30bd7876c167b4ba14ca769820daf9441381cff554","1607462797","2020-12-08 21:26:37","0x4e38a2057dbc59dc4f9dd728a407ae2fbef3776f","0x24a45ff6b4302acf2b271535a73c00135f8b2445","3,000","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0xbfe3cf93572e01d59422f84e9a66e122f8be15d911e66f84945fa2dcf69dcb82","1607462977","2020-12-08 21:29:37","0x6fbe94cca4d3c21aa177fa8bc38668c58622c3d3","0x24a45ff6b4302acf2b271535a73c00135f8b2445","3,000","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0x595597d858313213fe08033413fc24fdd26a3f998e809be6b557b0f213e71182","1607462983","2020-12-08 21:29:43","0x6fb6aeac8be961047732d948d5d65d892487cf39","0x24a45ff6b4302acf2b271535a73c00135f8b2445","3,000","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0xe4dc02786450643aa1c49e8e8f6beb53cd26641b0079bbd2dc0cc5fa1ca6b61c","1607463056","2020-12-08 21:30:56","0xc8d46eb7881975f9ae15216feeba2ff58e55803c","0x24a45ff6b4302acf2b271535a73c00135f8b2445","5,000","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0xd3cf6c6d5b241811b19727d299ed8c31d29f0ccefacde5c7a68bbda7297ec1f0","1607463129","2020-12-08 21:32:09","0xe25238c5614369e0e6a399794189373595f82127","0x24a45ff6b4302acf2b271535a73c00135f8b2445","3,000","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0x64342744a95f27f549ecbbc9442e264cbf23e7b1de0fad9aba785fe6454f44a3","1607463193","2020-12-08 21:33:13","0xbaf591ae584e5592f0a836e2c6028b9fff88fd7e","0x24a45ff6b4302acf2b271535a73c00135f8b2445","3,200","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0x357cb5f2b9d5a4854b2d95e44a0b25fbc959fc36b1f1a3ac09fa30d161f93992","1607463193","2020-12-08 21:33:13","0x42ec7f12e6b84dfe531e52e937614c8c63d0075e","0x24a45ff6b4302acf2b271535a73c00135f8b2445","3,000","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0xf12453e3a0574a1e1a9a6b2195e7dcbf1a703a5360aa747b58d771d8d997148b","1607463250","2020-12-08 21:34:10","0x2f47e0fd41813d43c73ed317bbbedb804743e3ea","0x24a45ff6b4302acf2b271535a73c00135f8b2445","3,000","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0x565f0d5158012253e3ce1d7b044862620cbcb1cdfe0f5adfc7f052b9b049e636","1607463250","2020-12-08 21:34:10","0x95f4a744e24918311479f82d20ae4fa002a75bd4","0x24a45ff6b4302acf2b271535a73c00135f8b2445","3,000","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0x7fbd4be19c46fc15067f9f73ed01d8cb38b36e1bb630027ffae8b2ba1d574fa9","1607463275","2020-12-08 21:34:35","0x6d6c2100bf2ff42fc6da9db4bebca5a523de1d4a","0x24a45ff6b4302acf2b271535a73c00135f8b2445","3,000","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0xf20974222a84edcd39b6ef290360c3644cdebebea2818bb5e1d69bbf89b965ed","1607463280","2020-12-08 21:34:40","0xd7f91e73a9fef5fa9a34942db9a49d0164b29113","0x24a45ff6b4302acf2b271535a73c00135f8b2445","3,000","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0x272c7839b7b64a3358f43437f237f7841c6d6d29f233ee1af4b62d362bf4dcd2","1607463407","2020-12-08 21:36:47","0x45d417b93fae340e87a3f8a9f8c0bbe969bddf41","0x24a45ff6b4302acf2b271535a73c00135f8b2445","3,000","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0x6e387995a9510fa252575143767ce4a7ddf18ebe6d16158f5fc655f1d44c9da9","1607463444","2020-12-08 21:37:24","0xcf781a90b1efb850e3787bd13ee87faeaceb68f2","0x24a45ff6b4302acf2b271535a73c00135f8b2445","3,000","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0xc96ea33ff05b5fc65487583e0615ce41833db4c841b58afbb222135e3caac549","1607463444","2020-12-08 21:37:24","0x538e220b3a4b1886a5df1e103ee45355b518677a","0x24a45ff6b4302acf2b271535a73c00135f8b2445","3,000","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0xb1733daa40129a30bd2dd603496848b13bfa358f1a9704bc55f5f001dea17e66","1607463447","2020-12-08 21:37:27","0xfdf4f71f2ec825752d2996b590c3a17d65988f24","0x24a45ff6b4302acf2b271535a73c00135f8b2445","3,003","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0xadda31588c94b0d75d72c06f3353840e607ffa76cbfa888e7788daef5800990a","1607463451","2020-12-08 21:37:31","0xab7dd8c1523ca7087257b16e3ef1d565aaa423e9","0x24a45ff6b4302acf2b271535a73c00135f8b2445","3,000","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0x58b4c54598c23bec25abaced3253d92d15d7743174c8b58ec0e2472d0ab66612","1607463451","2020-12-08 21:37:31","0xab7dd8c1523ca7087257b16e3ef1d565aaa423e9","0x24a45ff6b4302acf2b271535a73c00135f8b2445","3,000","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0x5e94e207d2847177ab4a9a1b44ec1bf6bc314665aa385edf3abd9168f82711d8","1607463451","2020-12-08 21:37:31","0x12ed00fab638248653675742eae994e2e252bd98","0x24a45ff6b4302acf2b271535a73c00135f8b2445","3,000","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0x79f9e48b548b217bd4b217c69a89d188403187c3c38d85968f70178bd38a2a35","1607463630","2020-12-08 21:40:30","0x7a55507353686888e464f9a3016c041d3a1cf86b","0x24a45ff6b4302acf2b271535a73c00135f8b2445","3,000","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0x0dd4b0d87283529af169295f857396b3ea8654d4feef70db7c0758af8dc2d6f1","1607463630","2020-12-08 21:40:30","0xc2f7e964f03a26e837217a696609db1954e4cb72","0x24a45ff6b4302acf2b271535a73c00135f8b2445","3,000","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0x368fadb3a8299108ce29c36c6a9cb91b1c422c0c9ba154a45a5e1376edbd8e64","1607463651","2020-12-08 21:40:51","0x63d1c35d3c189bf753e0d704df64becb20b5e18e","0x24a45ff6b4302acf2b271535a73c00135f8b2445","3,000","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0x4c86df8f954292ed20c0b0528f32a3ed84ffeeeb0944bf8d1aa7945e62999419","1607463686","2020-12-08 21:41:26","0x92ab6861227266cfa22ff50cc1f1df5cf45d394d","0x24a45ff6b4302acf2b271535a73c00135f8b2445","3,000","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0xdac8646b0a4895f9fc017c883276cac81d8cab4110b1bff7af197b1182c81929","1607463686","2020-12-08 21:41:26","0x32af25467b00aae516505b3331cfec52092ea5ba","0x24a45ff6b4302acf2b271535a73c00135f8b2445","9,816.0907","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0xa7fa222a17d4b55667aa479c98af1e8dc87fb3f780e4720c3ca6db82ade2c868","1607463701","2020-12-08 21:41:41","0xc37c0f2ee859e3be61fd44c8639443822dbf1fe7","0x24a45ff6b4302acf2b271535a73c00135f8b2445","3,000","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0x0fff104234a61b4e8aa1014f88887975b2625eccc11cb394fdf311a05e78c2c5","1607463778","2020-12-08 21:42:58","0x4b490466ecf8ca747a4fd673d404cfb8c68bbe20","0x24a45ff6b4302acf2b271535a73c00135f8b2445","3,000","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0x555d56b199f0d0881abb2aaa758f7d6861145a5eb7264e330c752d687254f271","1607463954","2020-12-08 21:45:54","0x5ac6f09664b0cf3930ccbd9690ffc2a61c8e231e","0x24a45ff6b4302acf2b271535a73c00135f8b2445","3,000","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0x87e1362265316ab6e26dd1a4d6062228bbfff076e8a70857d903b80dd97fd75a","1607464115","2020-12-08 21:48:35","0x558f420ee7156552e0908eb581f92a321340eca6","0x24a45ff6b4302acf2b271535a73c00135f8b2445","3,000","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0x5d459d0dfb9ee8f24d65f00f1918cfd9808a457a891207972c26dd829e04e066","1607464160","2020-12-08 21:49:20","0x23df87ead1b7219f59a8f9172e5537ce7fdc0d84","0x24a45ff6b4302acf2b271535a73c00135f8b2445","4,000","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0xed0281aff873a0f18f559ea2458db3e6e7a9d5cdbc1a00a0f6351eb7e44029e4","1607464249","2020-12-08 21:50:49","0x7eafafb98f50e477a8d3015d0f9e0439f30121ef","0x24a45ff6b4302acf2b271535a73c00135f8b2445","3,000","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0xfd1c405d92747f5c1d76f1616b1028baba6b42796a45c2b3687c9f8256ad91dc","1607464268","2020-12-08 21:51:08","0x107416d4fd723ecce1ec79771d894ed6880c9154","0x24a45ff6b4302acf2b271535a73c00135f8b2445","7,345.5442","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0xa4bce6ffcb913c13a09497936497bbdc618a8fc03728ee34236c11852a304f72","1607464464","2020-12-08 21:54:24","0x7787ade8559cd9eb127b1398bacaa5a8123bb475","0x24a45ff6b4302acf2b271535a73c00135f8b2445","3,001","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0x41073ae0964835b6093796688765aaeb5942e034962676da43a35f758b9eaab0","1607464464","2020-12-08 21:54:24","0x1a5a74df8e578cafc56c99c655fb8eaf6692be6e","0x24a45ff6b4302acf2b271535a73c00135f8b2445","100","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0xdf3f77b7b2f119efc0b1d459f02c0fe0b85d7e1d841b6b18915ed04c94119de4","1607464971","2020-12-08 22:02:51","0x2ff8867658a598017a8af884bfdfe65564d67c34","0x24a45ff6b4302acf2b271535a73c00135f8b2445","3,200","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0xad8dc7a4a9569193d270fcd73a7819e2ac70c499570bb2dee0b7156657615833","1607464983","2020-12-08 22:03:03","0xa355cdb6ebbb58991155aee25d7ff412079d7bee","0x24a45ff6b4302acf2b271535a73c00135f8b2445","3,000","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0x105a6e7b2ce7d33caf09e378f0dcf9852d37a8d81349420845ce36490d08e675","1607465361","2020-12-08 22:09:21","0x4a91dc7db316fbe5f2b5c0732b7ab11b867daefc","0x24a45ff6b4302acf2b271535a73c00135f8b2445","3,000","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0xff2b84e69af61290d4dccfa589d59e2c935efda75a4308929bda41b481be71c8","1607465396","2020-12-08 22:09:56","0xf78a8a893ac4442a7b92faf77293e0a3980d2534","0x24a45ff6b4302acf2b271535a73c00135f8b2445","3,000","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0xc4d4efd198bd32e1c3d0d749786037df6ace01a046c21d883c816156439f74e7","1607465396","2020-12-08 22:09:56","0x526b8fd91a68da240c364547ab0096a786a0212e","0x24a45ff6b4302acf2b271535a73c00135f8b2445","3,001","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0x5f2910537a95c78fa667834f0fe06a6ee77309db0d192904b07e11ec04758ff5","1607465438","2020-12-08 22:10:38","0x1e29cd7fe0d16fcdd3e615ace5775cf2b122eb92","0x24a45ff6b4302acf2b271535a73c00135f8b2445","7,000","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0x85fe9c2b2b18dbb0f1419bf2c08a3b8a0e70fa308d2029c38e2f6e7fb8c19df1","1607465563","2020-12-08 22:12:43","0xaf6edaf8c69a1e9afab7822a2cae9a6db3125f48","0x24a45ff6b4302acf2b271535a73c00135f8b2445","3,000.6609","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0x5dd412f1e826379e219dc13b01549dcaa1fd269844297a6fdfbc10c4df356526","1607465614","2020-12-08 22:13:34","0xb2fc53f237cf2d72a8b7a6589bb72b9711552c90","0x24a45ff6b4302acf2b271535a73c00135f8b2445","3,000","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0x43377fc3e76b6308e934123ec02b58939ee6087ab69077d042472edcd944e28d","1607465618","2020-12-08 22:13:38","0x89d3c207f280cbef81d6ff2383a64681fd9c2f0d","0x24a45ff6b4302acf2b271535a73c00135f8b2445","3,000","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0x3167e2827a18e95b8ce3bb0ac597a21f65336eb09012f103bb7401acb84813d6","1607465618","2020-12-08 22:13:38","0xc672ef1aaf810aff5f97c56879b4ad6989231062","0x24a45ff6b4302acf2b271535a73c00135f8b2445","4,000","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0x2c147390db4ed47df43257e342fefaac7eba75b6324d8a759d3ab69837cbf4b1","1607465670","2020-12-08 22:14:30","0xc30c7ebb6e690ad545064e93b467e203210eca5f","0x24a45ff6b4302acf2b271535a73c00135f8b2445","3,000.53","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0xce9289105ea151b4d1c2065479c23d4b03c150545e08dcc7d080f1aa5926316c","1607465780","2020-12-08 22:16:20","0xe3825d4f2b3a1c0b81fb9c4e68643f7458776171","0x24a45ff6b4302acf2b271535a73c00135f8b2445","1,000","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0x5ef8f55b6c73a754e4540fec1b0629ce08238e5197337c8f81f385f73546cdb1","1607466254","2020-12-08 22:24:14","0x754b17cd283646adca0b8e79773c6a01863b6a9f","0x24a45ff6b4302acf2b271535a73c00135f8b2445","3,100","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0xd79c8f6e54f92ffc0efe678489433ce0359f9925c5ff887e91d1bb145458abe7","1607466402","2020-12-08 22:26:42","0xdb19bb54362162c116f53cb4a1c1c43358892cbf","0x24a45ff6b4302acf2b271535a73c00135f8b2445","3,100","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0xff5f933e8537d25f46d0e2e62cf7715ba48ee1837de942fbfd5090354f8b71c8","1607466402","2020-12-08 22:26:42","0x12e307075f20baf6b67f73c9017251818f7e5d81","0x24a45ff6b4302acf2b271535a73c00135f8b2445","3,000","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0x78da91c7ec023dd1f93f2503a6b8429d4451e6895d55c8d1a5d7da2b535acd5a","1607466510","2020-12-08 22:28:30","0xc6b4218d1b520a57a1faed1f4e2faf9c046a06ea","0x24a45ff6b4302acf2b271535a73c00135f8b2445","3,000","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0x91fbe71e642fac3f087ca3c86fbe3402a5162e3945336bd9c85a2d26750335ac","1607466510","2020-12-08 22:28:30","0xd5cdce3fb79e3c1ffa54bff2244c46893e5ac120","0x24a45ff6b4302acf2b271535a73c00135f8b2445","3,000","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0x783e27abf27e06b6618499eb0ee139f70be535ac6fc249637955136f157e3171","1607466512","2020-12-08 22:28:32","0x2a0996b11bc4c7dc11e751bb436e75e437cd98b5","0x24a45ff6b4302acf2b271535a73c00135f8b2445","3,100","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0x3e23eb9374c0b3c92d7be73a63c7fb15134a7661b530fe82b620448a355fce6d","1607466557","2020-12-08 22:29:17","0xbf73b0dc44e3b9c53b11b6bbb52e71ea41caf6a2","0x24a45ff6b4302acf2b271535a73c00135f8b2445","3,000","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0xa0c597ec33a1808af42b28fe91a272786fb50619e5ccd8e11c73370b6d0f0c93","1607466609","2020-12-08 22:30:09","0xbcde352254d0ab2d1f0d9526e43dce7f88eb8994","0x24a45ff6b4302acf2b271535a73c00135f8b2445","3,000","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0x10e36b9d486627540c7163e029c90a43a68e677ec5ffd3857e30ca78182950c9","1607466678","2020-12-08 22:31:18","0x07c742bcee91a002379fc8bc3f87149216de2129","0x24a45ff6b4302acf2b271535a73c00135f8b2445","3,000","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0xcdc60c27028af5cb916b26d0d4df3faea02957c416a8796b10d943afe859c32c","1607466794","2020-12-08 22:33:14","0xa511d5c040ea93ee5bfd27be46a14ae3b4e73943","0x24a45ff6b4302acf2b271535a73c00135f8b2445","3,000","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0x637ad00526af4a85970b7d1ed16fa27c53265b84d8a4191fdbe3b329a5e2e58a","1607466797","2020-12-08 22:33:17","0xc8d37ce5761ac85d14f160c3aaa2d6e0bc3dc359","0x24a45ff6b4302acf2b271535a73c00135f8b2445","3,000","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0x7139a8e13fc17f12b8f29088f7d23219624aac22f7ff684207ddb176b688ed68","1607466981","2020-12-08 22:36:21","0xbcfa2724445c1355051ecc7204201d9b00668c93","0x24a45ff6b4302acf2b271535a73c00135f8b2445","3,000","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0x2606f8b97a5c3e6ac907c79fd8322c25e86da2fb56cc80cbcd885b7ca1fc57c1","1607467043","2020-12-08 22:37:23","0x6a30414453a28d6bc414ed9fc1ff4f3b2c8a8162","0x24a45ff6b4302acf2b271535a73c00135f8b2445","3,000","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0xfd1b3c2fec5425f317f1fa666433b93f55b814a8651f8bd6c669a326c1dfe773","1607467084","2020-12-08 22:38:04","0x1a84783201c379d52d66a848c7ac0d0a7611c798","0x24a45ff6b4302acf2b271535a73c00135f8b2445","3,000","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0x3dd07c3084d525b23a879af1c00031ee84f8cacefe0afea088cd90ec7ae9844c","1607467172","2020-12-08 22:39:32","0x1f906ab7bd49059d29cac759bc84f9008dbf4112","0x24a45ff6b4302acf2b271535a73c00135f8b2445","3,109","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0x327a631c08d2e6da731c7db4a3d7ba91fc36a109bd6054baac2fcdf1d9f45065","1607467273","2020-12-08 22:41:13","0x92255d562de31af479941a1d30cb7b862417ef3f","0x24a45ff6b4302acf2b271535a73c00135f8b2445","3,000","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0x9bc6c6154aeb02a316d1abefb4a2d266a564aa2ab3b85a891492f9114abe989d","1607467455","2020-12-08 22:44:15","0xb43714a450110a653307b682f2051f61d1cc1ede","0x24a45ff6b4302acf2b271535a73c00135f8b2445","5","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0xdf20d21c672f3d6efd721a572cff203b722312271d22dcab31e6c78f7a11d5ee","1607467455","2020-12-08 22:44:15","0xd90fa54e6596dd17fb398b461dfbd1b6dabca2da","0x24a45ff6b4302acf2b271535a73c00135f8b2445","3,000","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0x08987b59ca4e3f21e6ad9beee812c86569e078dffad3417f084f1496542e11dc","1607467590","2020-12-08 22:46:30","0xc3b6cb4b0206ad1e20dad322b4270f5c0fed6f08","0x24a45ff6b4302acf2b271535a73c00135f8b2445","3,000","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0xfe27164a3c1d4dd291fde196cc6420406049b2bbf27c830dadcdcd7505c881e3","1607467697","2020-12-08 22:48:17","0x36a52aec833e6d6dc7e84737a65a9039c5891458","0x24a45ff6b4302acf2b271535a73c00135f8b2445","3,000","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0xb76a4252f562a15e120470f2fcb3854208bd701cd54950153d1e1c92dcc8afbf","1607467732","2020-12-08 22:48:52","0x956f1ce3ff2ea59a8b41df83ce9f85ed59d73f92","0x24a45ff6b4302acf2b271535a73c00135f8b2445","3,000","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0xd987873fbca305d24a0e7d74923d4d92b99e1d1280ca70d3f5efd681f0af2560","1607468001","2020-12-08 22:53:21","0x883e46d61843a7c3b85e6f24624809f17d89f9fe","0x24a45ff6b4302acf2b271535a73c00135f8b2445","3,000","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0x3b0c52c5cf2d580d808601b8c23df074b5b836bd9c683ad984a3b251f1de9234","1607468060","2020-12-08 22:54:20","0xbfe05212dedc5402e57a370dd0c4c5ef60a843f7","0x24a45ff6b4302acf2b271535a73c00135f8b2445","3,000","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
"0xb38074149dda02919e69855685789a36bfa4123a4e4eef2d236263343f91687a","1607469095","2020-12-08 23:11:35","0x0e87257112b8841517380851a319180e09f34438","0x24a45ff6b4302acf2b271535a73c00135f8b2445","3","0xd2dda223b2617cb616c1580db421e4cfae6a8a85","Bondly Token","BONDLY"
